Ticker,Name,Sector,Industry,MarketCap,EPS,PE,PS,BookMarket,DivRatio
464,MMI,"Marcus & Millichap, Inc.",Finance,Real Estate,1252115903.0,1.78,19.59,1.73,0.28,0.0
465,MKL,Markel Corporation,Finance,Property-Casualty Insurers,16385276272.0,75.98,14.52,2.06,0.65,0.0
466,VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate,2708802281.0,,,,0.98,1.45
467,MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers,42381742168.0,3.01,29.17,2.98,0.17,1.56
468,MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),11506616207.0,11.96,15.41,2.77,0.43,1.81
469,MAS,Masco Corporation,Basic Industries,Forest Products,10988270261.0,2.01,15.19,1.15,0.02,0.71
470,MTZ,"MasTec, Inc.",Basic Industries,Water Supply,3349826425.0,4.87,9.19,0.54,0.42,0.0
471,MA,Mastercard Incorporated,Miscellaneous,Business Services,2.16268109111e+11,4.95,41.51,14.9,0.03,0.97
472,MTRN,Materion Corporation,Capital Goods,Industrial Specialties,1199176827.0,1.66,34.08,0.94,0.47,0.41
473,MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate,,,,,0.13,0.0
474,MMS,"Maximus, Inc.",Miscellaneous,Business Services,4067245503.0,3.37,20.73,1.91,0.24,0.18
475,MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods,17861502459.0,6.82,21.05,3.49,0.16,2.03
476,MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications,1666166342.0,0.79,10.92,0.21,2.43,-0.08
477,MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants,1.31729212062e+11,6.64,28.12,6.91,-0.05,4.04
478,MUX,McEwen Mining Inc.,Basic Industries,Precious Metals,,,,,0.85,
479,MCK,McKesson Corporation,Health Care,Other Pharmaceuticals,26785291792.0,0.6,219.61,0.12,0.44,
480,MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,95646039066.0,3.15,30.8,5.49,0.21,1.19
481,MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals,1.92249116551e+11,1.24,60.0,4.81,0.17,1.93
482,MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines,2075937421.0,1.85,28.83,0.92,0.72,3.06
483,MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.,,1.34,12.71,0.36,0.22,0.0
484,MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products,1191945512.0,1.36,17.25,0.91,0.74,0.44
485,MET,"MetLife, Inc.",Finance,Life Insurance,47035937850.0,5.12,8.36,0.64,1.23,1.77
486,MTD,"Mettler-Toledo International, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,15228647835.0,16.1,37.76,5.33,0.03,0.0
487,MGM,MGM Resorts International,Consumer Services,Hotels/Resorts,15324831285.0,3.41,7.58,1.27,0.79,0.47
488,MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,,3.46,29.47,8.11,0.09,2.75
489,MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings,12633999591.0,11.7,10.65,0.94,0.82,0.0
490,TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),12433642989.0,7.55,8.57,1.28,1.1,1.64
491,MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services,31020635000.0,5.66,26.17,6.24,0.02,1.7
492,MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service,83237645842.0,4.25,10.43,1.86,1.05,1.42
493,MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals,12997639781.0,,,,0.79,0.1
494,MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,20362567303.0,-0.19,-648.57,2.85,-0.07,2.03
495,MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties,260505405.0,0.44,75.65,1.23,2.16,0.73
496,MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components,1692507298.0,0.82,19.83,0.37,0.77,0.26
497,MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components,4791389946.0,5.84,14.36,1.48,0.25,2.23
498,MSCI,MSCI Inc,Miscellaneous,Business Services,15184872804.0,4.7,31.17,9.31,0.03,1.73
499,MUR,Murphy Oil Corporation,Energy,Oil & Gas Production,5871179510.0,0.12,236.81,2.05,0.92,1.0
500,NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances,231517761.0,4.92,6.86,1.9,,
501,NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission,4912456480.0,4.56,11.82,2.91,0.42,1.67
502,NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications,17072480216.0,-0.15,-233.83,1.66,1.03,0.2
503,NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts,6896563935.0,2.13,22.88,12.22,0.52,
504,NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing,3732429893.0,2.91,11.99,0.36,-1.26,0.0
505,NP,"Neenah, Inc.",Basic Industries,Paper,1395587218.0,2.52,26.07,1.06,0.36,1.6
506,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,336597404.0,-1.15,-6.82,1.13,0.45,0.0
507,NRZ,New Residential Investment Corp.,Consumer Services,Real Estate Investment Trusts,5905898820.0,,,,0.97,
508,NYT,New York Times Company (The),Consumer Services,Newspapers/Magazines,4006371934.0,0.08,325.11,2.57,0.23,0.16
509,NFX,Newfield Exploration Company,Energy,Oil & Gas Production,5584016985.0,,,,,0.0
510,NJR,NewJersey Resources Corporation,Public Utilities,Oil/Gas Transmission,4030466332.0,2.66,18.0,1.44,0.33,1.09
511,NEM,Newmont Mining Corporation,Basic Industries,Precious Metals,16279329331.0,-0.35,-91.31,2.4,0.68,0.5
512,NEP,"NextEra Energy Partners, LP",Public Utilities,Electric Utilities: Central,2547856324.0,,,,1.46,
513,NEE,"NextEra Energy, Inc.",Public Utilities,Electric Utilities: Central,81529308739.0,,,,,4.31
514,NGL,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing,1423118321.0,,,,2.04,
515,NLSN,Nielsen N.V.,Miscellaneous,Business Services,9551532606.0,0.9,29.33,1.42,0.45,1.38
516,NKE,"Nike, Inc.",Consumer Non-Durables,Shoe Manufacturing,1.28236429585e+11,1.29,58.05,3.23,0.08,0.78
517,NI,"NiSource, Inc",Public Utilities,Power Generation,9094068959.0,-0.24,-104.51,1.76,,0.75
518,NE,Noble Corporation,Energy,Oil & Gas Production,1769437229.0,-3.56,-1.17,0.93,4.57,0.0
519,NBL,Noble Energy Inc.,Energy,Oil & Gas Production,15440476528.0,2.58,9.76,2.44,0.94,0.42
520,JWN,"Nordstrom, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,10364692391.0,2.78,18.07,0.52,0.14,1.48
521,NSC,Norfolk Souther Corporation,Transportation,Railroads,51710815976.0,21.08,8.21,4.34,0.33,2.85
522,NOC,Northrop Grumman Corporation,Capital Goods,Industrial Machinery/Components,55778696042.0,15.72,18.07,1.75,0.19,4.53
523,NWE,NorthWestern Corporation,Public Utilities,Power Generation,3028369463.0,3.59,16.39,2.38,0.64,2.16
524,NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,12021300844.0,3.99,11.92,1.81,0.59,0.0
526,DNOW,NOW Inc.,Energy,Metal Fabrications,1815544845.0,0.31,47.77,0.52,0.77,0.0
527,NRG,"NRG Energy, Inc.",Public Utilities,Electric Utilities: Central,11713766528.0,-4.03,-10.48,1.24,-0.08,
528,NUE,Nucor Corporation,Basic Industries,Steel/Iron Ore,20587214152.0,6.59,9.05,0.8,0.54,1.53
529,OAK,"Oaktree Capital Group, LLC",Finance,Investment Managers,6610053156.0,,,,,
530,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas Production,62248326274.0,5.13,13.9,3.29,0.4,3.1
531,OII,"Oceaneering International, Inc.",Energy,Oilfield Services/Equipment,2629808591.0,0.26,65.08,0.87,0.86,0.0
532,OCN,Ocwen Financial Corporation,Finance,Finance: Consumer Services,545438547.0,-0.85,-3.33,0.37,1.48,0.0
533,ORI,Old Republic International Corporation,Finance,Property-Casualty Insurers,6530234857.0,,,,,1.72
534,OLN,Olin Corporation,Basic Industries,Major Chemicals,4143530582.0,4.57,4.57,0.5,0.84,0.8
535,OHI,"Omega Healthcare Investors, Inc.",Consumer Services,Real Estate Investment Trusts,6434643305.0,1.47,25.91,8.63,0.49,2.63
536,OMC,Omnicom Group Inc.,Technology,Advertising,16444401692.0,5.18,14.71,1.12,0.19,2.89
537,OGS,"ONE Gas, Inc.",Public Utilities,Oil/Gas Transmission,4389434214.0,3.32,24.82,2.66,0.47,1.79
538,OMF,"OneMain Holdings, Inc.",Finance,Finance: Consumer Services,4379230264.0,2.35,11.79,1.15,0.97,0.0
539,OKE,"ONEOK, Inc.",Public Utilities,Oil & Gas Production,28215826411.0,2.27,26.55,1.85,0.27,3.13
540,OOMA,"Ooma, Inc.",Technology,EDP Services,299772000.0,-0.72,-19.88,2.23,0.12,0.0
541,OPY,"Oppenheimer Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,428563782.0,3.16,9.72,0.43,1.33,0.44
542,ORCL,Oracle Corporation,Technology,Computer Software: Prepackaged Software,1.9646999925e+11,0.97,49.97,4.94,0.21,0.76
543,ORA,"Ormat Technologies, Inc.",Public Utilities,Electric Utilities: Central,2641880601.0,2.85,19.53,4.06,,
544,OUT,OUTFRONT Media Inc.,Consumer Services,Real Estate Investment Trusts,2686515271.0,,,,0.39,1.47
545,OMI,"Owens & Minor, Inc.",Health Care,Medical Specialities,1022656127.0,-2.53,-2.89,0.05,1.74,0.8
546,OI,"Owens-Illinois, Inc.",Consumer Durables,Containers/Packaging,3047981187.0,0.82,21.33,0.4,0.39,0.0
547,OXM,"Oxford Industries, Inc.",Consumer Non-Durables,Apparel,1422838977.0,4.43,15.72,1.05,0.39,1.31
548,PCG,Pacific Gas & Electric Co.,Public Utilities,Power Generation,24797406609.0,0.26,151.46,1.23,0.95,0.52
549,PKG,Packaging Corporation of America,Consumer Durables,Containers/Packaging,9965840020.0,8.56,11.45,1.32,,2.7
550,PANW,"Palo Alto Networks, Inc.",Technology,Computer peripheral equipment,20238556094.0,-1.33,-132.71,6.72,0.07,0.0
551,P,"Pandora Media, Inc.",Consumer Services,Broadcasting,2271016440.0,,,,0.23,0.0
552,PHX,Panhandle Royalty Company,Energy,Oil & Gas Production,312703764.0,0.86,18.42,5.99,0.47,0.16
553,PGRE,"Paramount Group, Inc.",Consumer Services,Real Estate Investment Trusts,3518945078.0,-0.01,-1143.16,4.53,1.5,
554,PKE,Park Electrochemical Corporation,Technology,Electrical Products,394710635.0,2.42,7.24,1.89,0.39,6.79
555,PH,Parker-Hannifin Corporation,Capital Goods,Metal Fabrications,24128147944.0,8.67,17.75,1.42,0.3,2.85
556,PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software,,1.69,66.95,12.36,0.05,0.0
557,PBF,PBF Energy Inc.,Energy,Integrated oil Companies,5751891951.0,,,,,
558,PEB,Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts,2362545960.0,1.57,21.75,3.04,,1.53
559,PNR,Pentair plc.,Technology,Industrial Machinery/Components,11336186179.0,2.22,19.51,1.91,,1.1
560,PFGC,Performance Food Group Company,Consumer Non-Durables,Food Distributors,3186057104.0,1.99,17.53,0.2,0.32,0.0
561,PKI,"PerkinElmer, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,10179468476.0,1.63,50.04,3.35,0.28,
562,PRGO,Perrigo Company,Health Care,Major Pharmaceuticals,6865040000.0,,,,0.36,
563,PFE,"Pfizer, Inc.",Health Care,Major Pharmaceuticals,2.64868577053e+11,4.03,10.81,4.82,0.28,1.34
564,PGTI,"PGT Innovations, Inc.",Capital Goods,Building Products,1061286579.0,1.27,16.74,1.66,0.31,0.0
566,PM,Philip Morris International Inc,Consumer Non-Durables,Farming/Seeds/Milling,1.31959274515e+11,4.31,20.67,1.7,-0.07,4.36
567,PSX,Phillips 66,Energy,Integrated oil Companies,54847961117.0,13.59,7.34,0.42,0.56,2.95
568,PIR,"Pier 1 Imports, Inc.",Consumer Services,Home Furnishings,129368953.0,-0.71,-2.25,0.08,1.51,0.14
569,PNW,Pinnacle West Capital Corporation,Public Utilities,Electric Utilities: Central,9159484570.0,4.52,19.53,2.68,0.55,2.71
570,PXD,Pioneer Natural Resources Company,Energy,Oil & Gas Production,31252989999.0,7.73,19.11,3.05,0.47,0.2
571,PBI,Pitney Bowes Inc.,Miscellaneous,Office Equipment/Supplies/Services,1324104348.0,,,,0.16,0.75
572,PJT,PJT Partners Inc.,Finance,Investment Managers,1024953307.0,-0.85,-55.45,1.65,0.44,0.2
573,PAH,Platform Specialty Products Corporation,Basic Industries,Major Chemicals,3523780662.0,-1.74,-6.39,1.08,0.66,0.01
574,PNC,"PNC Financial Services Group, Inc. (The)",Finance,Major Banks,65612451011.0,12.34,11.05,3.76,0.75,3.74
575,PII,Polaris Industries Inc.,Capital Goods,Industrial Specialties,6073330680.0,4.37,21.83,1.02,,2.37
576,POST,"Post Holdings, Inc.",Consumer Non-Durables,Packaged Foods,6410905534.0,6.87,13.57,0.99,,0.16
577,PPG,"PPG Industries, Inc.",Basic Industries,Paints/Coatings,26679885742.0,,,,0.2,1.82
578,PPL,PPL Corporation,Public Utilities,Electric Utilities: Central,21336905130.0,2.14,14.42,2.76,0.53,1.6
579,APTS,"Preferred Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts,662965882.0,,,,,
580,PBH,Prestige Consumer Healthcare Inc.,Health Care,Major Pharmaceuticals,1951390072.0,6.46,5.91,1.97,0.6,0.0
581,PG,Procter & Gamble Company (The),Basic Industries,Package Goods/Cosmetics,2.06574346953e+11,4.01,22.81,3.44,0.23,2.92
582,PGR,Progressive Corporation (The),Finance,Property-Casualty Insurers,41156536230.0,5.0,14.3,1.34,0.29,1.15
583,PLD,"Prologis, Inc.",Consumer Services,Real Estate Investment Trusts,34792948680.0,2.47,26.02,13.35,0.63,1.94
584,PRLB,"Proto Labs, Inc.",Capital Goods,Metal Fabrications,3882705141.0,2.65,46.25,7.75,0.16,0.0
585,PRU,"Prudential Financial, Inc.",Finance,Life Insurance,44197830000.0,16.65,5.4,0.62,1.27,3.49
586,PEG,Public Service Enterprise Group Incorporated,Public Utilities,Power Generation,26635592513.0,4.35,12.38,2.92,0.53,1.78
587,PSA,Public Storage,Consumer Services,Real Estate Investment Trusts,34675586780.0,7.43,28.13,13.3,0.24,0.0
588,PHM,"PulteGroup, Inc.",Capital Goods,Homebuilding,6776683009.0,,,,0.69,0.37
589,PSTG,"Pure Storage, Inc. ",Technology,Electronic Components,5576078812.0,-0.82,-21.43,3.11,0.17,0.0
590,PVH,PVH Corp.,Consumer Non-Durables,Apparel,10362636297.0,9.06,10.89,0.78,0.76,0.15
591,QEP,"QEP Resources, Inc.",Energy,Oil & Gas Production,2701525910.0,-0.97,-9.71,1.16,1.51,0.0
592,KWR,Quaker Chemical Corporation,Basic Industries,Major Chemicals,2678631903.0,3.16,64.8,3.13,0.16,1.44
593,PWR,"Quanta Services, Inc.",Capital Goods,Engineering & Construction,14582199.0,2.26,14.9,0.49,0.76,0.0
594,DGX,Quest Diagnostics Incorporated,Health Care,Medical Specialities,13986455359.0,6.33,14.74,1.62,0.43,1.9
595,QUOT,Quotient Technology Inc.,Consumer Services,Advertising,1318589154.0,-0.21,-56.22,2.96,0.34,0.0
596,RDN,Radian Group Inc.,Finance,Property-Casualty Insurers,,,,,1.04,0.01
597,RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel,10386277450.0,2.89,39.74,1.52,0.37,2.09
598,RRC,Range Resources Corporation,Energy,Oil & Gas Production,4345498174.0,0.97,18.09,1.5,1.32,0.08
599,RJF,"Raymond James Financial, Inc.",Finance,Investment Bankers/Brokers/Service,13752905030.0,,,,0.59,
600,RYAM,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,899303458.0,7.96,1.7,0.34,1.13,0.63
601,RYN,Rayonier Inc.,Consumer Services,Real Estate Investment Trusts,4052587758.0,1.27,24.78,4.58,0.42,1.04
602,RTN,Raytheon Company,Capital Goods,Industrial Machinery/Components,58997473200.0,8.58,21.15,1.97,0.23,3.33
603,RLGY,Realogy Holdings Corp.,Finance,Real Estate,2446951199.0,3.23,5.51,0.37,1.16,0.36
604,O,Realty Income Corporation,Consumer Services,Real Estate Investment Trusts,16517209563.0,1.19,53.67,14.06,0.41,2.61
605,RHT,"Red Hat, Inc.",Technology,"Computer Software: Programming, Data Processing",22508746768.0,1.62,106.45,9.66,0.04,0.0
606,RF,Regions Financial Corporation,Finance,Major Banks,20439797304.0,1.45,10.76,2.94,0.86,0.33
607,RGS,Regis Corporation,Consumer Services,Other Consumer Services,890244538.0,0.72,22.8,0.64,0.65,0.0
608,RGA,"Reinsurance Group of America, Incorporated",Finance,Life Insurance,9254542926.0,28.45,5.17,0.73,0.93,2.1
609,RS,Reliance Steel & Aluminum Co.,Basic Industries,Metal Fabrications,6057163600.0,11.72,6.73,0.52,0.89,1.98
610,RSG,"Republic Services, Inc.",Public Utilities,Environmental Services,23702344069.0,4.25,17.58,2.44,0.33,1.38
611,RMD,ResMed Inc.,Health Care,Medical/Dental Instruments,15674099202.0,2.35,49.08,6.84,,1.42
612,RFP,Resolute Forest Products Inc.,Basic Industries,Paper,1182570444.0,2.32,4.74,0.27,1.82,0.0
613,QSR,Restaurant Brands International Inc.,Consumer Services,Restaurants,14735765395.0,3.67,15.25,2.47,0.31,3.17
614,REV,"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,1064956798.0,-5.72,-4.27,0.49,-0.77,0.0
615,REXR,"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts,2911287498.0,0.43,75.9,13.4,0.59,0.72
616,RNG,"Ringcentral, Inc.",Technology,EDP Services,6702907242.0,-0.54,-132.62,9.05,0.05,0.0
617,RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services,1195479435.0,0.67,1.51,0.05,1.35,0.0
618,RHI,Robert Half International Inc.,Technology,Professional Services,8426967274.0,3.03,20.0,1.3,0.15,1.09
619,ROK,"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components,22870481554.0,4.27,39.64,3.18,0.08,3.52
620,ROL,"Rollins, Inc.",Finance,Diversified Commercial Services,12857031712.0,0.98,38.89,4.65,0.06,0.64
621,ROP,"Roper Technologies, Inc.",Capital Goods,Industrial Machinery/Components,30196486290.0,10.98,26.27,5.89,0.25,1.58
622,RDC,Rowan Companies plc,Energy,Oil & Gas Production,2493528428.0,-1.74,-8.62,2.02,2.66,0.0
623,RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation,25843323115.0,8.42,12.71,2.47,0.53,2.41
624,RES,"RPC, Inc.",Energy,Oilfield Services/Equipment,3632716335.0,1.03,13.42,1.66,,0.45
625,RPM,RPM International Inc.,Basic Industries,Paints/Coatings,8083716188.0,2.22,28.2,1.51,0.19,1.3
626,R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies,3770799656.0,15.4,3.73,0.37,0.97,2.06
627,CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software,1.12483455e+11,0.97,139.54,8.06,0.14,0.0
628,BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts,1124640000.0,,,,,
629,SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment,87055622563.0,-0.47,-108.94,2.18,0.52,2.0
630,SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper,,,,,0.68,1.73
631,SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services,3234343139.0,4.72,15.19,0.65,0.13,1.3
632,SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals,4379248791.0,1.13,66.63,1.59,0.09,2.14
633,SE,Sea Limited,Consumer Services,Other Consumer Services,9073632989.0,1.0,12.94,1.82,1.27,1.62
634,SEE,Sealed Air Corporation,Basic Industries,Major Chemicals,6133333729.0,-0.25,-147.79,1.28,-0.08,0.65
635,SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,,0.41,60.19,1.57,,0.0
636,SEMG,Semgroup Corporation,Energy,Oilfield Services/Equipment,1738849618.0,,,,1.49,
637,SRE,Sempra Energy,Public Utilities,Natural Gas Distribution,30692816659.0,,,,0.62,3.4
638,ST,Sensata Technologies Holding plc,Capital Goods,Industrial Machinery/Components,,3.02,15.83,2.32,0.34,0.0
639,SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals,3294200964.0,3.23,20.24,2.01,0.31,1.33
640,SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services,,3.38,12.29,2.04,0.25,
641,NOW,"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software,33196140000.0,-0.47,-382.56,12.98,0.03,0.0
642,SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants,2265678818.0,0.13,378.77,3.23,0.14,0.0
643,SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,41342517254.0,20.45,19.81,2.16,0.1,3.46
644,SSTK,"Shutterstock, Inc.",Technology,EDP Services,1734251908.0,1.2,31.77,2.17,0.2,0.0
645,SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties,3668227856.0,-4.07,-8.01,0.29,1.16,1.93
646,SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts,54085264934.0,7.4,25.0,10.2,0.07,
647,SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation,,3.5,14.52,2.95,,3.06
648,SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing,4176810733.0,1.2,22.29,0.92,0.51,0.0
649,SKY,Skyline Champion Corporation,Basic Industries,Homebuilding,246366924.0,7.18,2.44,0.07,0.03,0.0
650,SLG,SL Green Realty Corp,Consumer Services,Real Estate Investment Trusts,8378057552.0,3.58,26.86,6.79,0.86,3.55
651,SFS,Smart,Consumer Services,Food Chains,428940299.0,-1.89,-2.96,0.09,1.0,0.0
652,SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,10148655209.0,11.23,14.0,2.36,0.36,3.28
653,BID,Sotheby&#39;s,Miscellaneous,Business Services,2325441986.0,1.92,20.39,2.18,,0.0
654,SJI,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,3020812475.0,-0.29,-105.21,1.82,0.46,1.1
655,SO,Southern Company (The),Public Utilities,Electric Utilities: Central,44540856765.0,,,,0.58,
656,LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,35472361489.0,6.35,8.27,1.42,0.34,0.57
657,SWX,"Southwest Gas Holdings, Inc.",Public Utilities,Oil & Gas Production,3900359308.0,4.28,18.84,1.39,0.49,2.0
658,SWN,Southwestern Energy Company,Energy,Oil & Gas Production,3095677052.0,0.89,5.7,0.81,0.7,0.06
659,SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical,9625421104.0,5.09,16.62,1.32,,
660,SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,2999616727.0,4.54,11.66,1.16,0.51,0.0
662,SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators,3317106273.0,,,,,0.02
663,S,Sprint Corporation,Public Utilities,Telecommunications Equipment,26154814190.0,1.89,3.32,0.77,1.11,0.0
664,SPXC,SPX Corporation,Technology,Industrial Machinery/Components,,,,,0.29,0.0
665,SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software,35321441770.0,,,,0.04,0.0
666,JOE,St. Joe Company (The),Consumer Services,Homebuilding,999726327.0,1.11,13.43,8.31,0.59,0.0
667,SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,53362133.0,-2.66,-0.47,0.02,7.38,0.21
668,SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.,1056671014.0,1.38,39.21,1.12,0.39,0.82
669,SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,21788532040.0,6.64,16.61,1.21,0.49,
670,SRT,"StarTek, Inc.",Technology,Professional Services,104432953.0,,,,,
671,STT,State Street Corporation,Finance,Major Banks,31560293797.0,6.35,11.55,2.29,0.87,2.16
672,STE,STERIS plc,Health Care,Industrial Specialties,,3.73,31.99,3.75,0.31,1.27
673,STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts,5673332269.0,1.02,28.55,11.18,0.59,1.23
674,SYK,Stryker Corporation,Health Care,Medical/Dental Instruments,65448336450.0,3.3,51.38,4.78,0.16,1.84
675,SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore,537159460.0,,,,1.2,
676,SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts,366185389.0,-2.48,-5.8,0.21,0.46,0.0
677,STI,"SunTrust Banks, Inc.",Finance,Major Banks,30850570861.0,,,,0.87,1.93
678,SYF,Synchrony Financial,Finance,Finance: Consumer Services,23190882167.0,3.16,8.74,1.53,0.71,0.66
679,SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment,3537963837.0,7.05,11.52,0.16,0.56,1.36
680,SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors,37860225575.0,2.87,22.78,0.57,,1.41
681,DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software,8767132178.0,-1.49,-72.87,8.3,0.11,0.0
682,TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution,13197432516.0,1.23,36.23,0.93,0.74,4.06
683,TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores,45060558029.0,6.08,10.98,0.48,0.32,2.51
684,TEL,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components,29267049573.0,7.33,9.83,1.8,0.44,1.68
685,FTI,TechnipFMC plc,Energy,Metal Fabrications,6802659094.0,0.46,65.18,1.41,0.4,0.0
686,GCI,TEGNA Inc.,Consumer Services,Newspapers/Magazines,1139522107.0,0.14,72.51,0.38,1.0,0.64
687,TGNA,TEGNA Inc.,Consumer Services,Broadcasting,2534237157.0,2.54,4.98,1.33,0.44,0.28
688,TRC,Tejon Ranch Co,Finance,Real Estate,548847618.0,0.18,102.43,9.99,0.93,0.0
689,TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments,11550298701.0,1.49,176.44,4.96,0.21,1.36
690,TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings,2772559991.0,2.51,19.13,0.97,,
691,TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.,2048593836.0,4.49,7.52,0.18,1.03,1.01
692,TDC,Teradata Corporation,Technology,Computer Software: Prepackaged Software,4460201000.0,-0.49,-73.4,1.97,0.13,0.0
693,TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals,21891876265.0,-10.87,-2.02,1.14,0.84,0.17
694,TXT,Textron Inc.,Capital Goods,Aerospace,17649589543.0,3.4,16.73,1.02,,
695,AES,The AES Corporation,Basic Industries,Electric Utilities: Central,9754839041.0,-0.41,-37.92,0.95,0.57,0.51
696,BX,The Blackstone Group L.P.,Finance,Investment Managers,24911367968.0,2.74,11.17,2.51,0.68,0.0
697,SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service,69456045859.0,2.22,20.16,6.22,0.34,0.53
698,COO,"The Cooper Companies, Inc. ",Health Care,Ophthalmic Goods,12878532569.0,2.61,98.99,5.18,0.25,0.12
